id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,AverageOfUpperTRange,RainingDays,fruitset,fruitmass,seeds,yield
5907,25,0.5,0.25,0.63,0.63,86,71.9,1,0.5251356,0.453940904,37.62977375,6608.90751
5908,12.5,0.25,0.38,0.5,0.5,77.4,64.7,16,0.574989422,0.484307576,39.7419306,7175.06898
5909,12.5,0.25,0.25,0.38,0.75,77.4,64.7,34,0.545094508,0.472670389,38.85662538,7005.0386
5910,12.5,0.25,0.25,0.5,0.5,94.6,79,24,0.508991582,0.459420676,36.66168432,6010.76008
5911,25,0.5,0.25,0.38,0.5,69.7,58.2,16,0.395911623,0.394915268,31.64262219,4696.44394
5912,12.5,0.25,0.38,0.5,0.75,69.7,58.2,1,0.542163836,0.43226586,36.81018683,6276.41054
5913,25,0.5,0.38,0.5,0.5,77.4,64.7,16,0.566319234,0.463561831,39.04659266,6595.45629
5914,25,0.25,0.25,0.25,0.38,86,71.9,24,0.456503309,0.438514042,34.60429153,4868.21145
5915,25,0.5,0.38,0.38,0.63,77.4,64.7,1,0.462752296,0.427683045,34.52074419,5018.45303
5916,25,0.5,0.38,0.38,0.75,86,71.9,24,0.443419908,0.436042539,34.17462527,5046.45734
5917,12.5,0.25,0.38,0.38,0.63,77.4,64.7,16,0.587319779,0.48363057,40.7940564,7267.28344
5918,37.5,0.75,0.25,0.25,0.25,86,71.9,34,0.382036352,0.399172403,30.27510191,3828.16556
5919,25,0.5,0.25,0.38,0.63,77.4,64.7,34,0.469150447,0.413380913,34.17462527,5393.56434
5920,12.5,0.25,0.25,0.38,0.5,86,71.9,24,0.507214901,0.450692194,36.46634183,6132.99793
5921,12.5,0.25,0.25,0.38,0.63,86,71.9,34,0.488485703,0.437922725,34.66515546,5556.3746
5922,25,0.5,0.38,0.38,0.75,77.4,64.7,1,0.566319234,0.465041445,39.44864975,6638.65649
5923,25,0.5,0.38,0.38,0.75,69.7,58.2,34,0.395911623,0.395893563,31.37824094,4393.52743
5924,12.5,0.25,0.25,0.38,0.63,86,71.9,1,0.570329618,0.466453575,37.96686445,6887.46649
5925,12.5,0.25,0.38,0.38,0.63,69.7,58.2,24,0.557250655,0.444139023,38.82636429,6529.98232
5926,25,0.5,0.25,0.38,0.63,86,71.9,24,0.482854142,0.445284233,35.72248781,5496.08506
5927,12.5,0.25,0.38,0.5,0.75,77.4,64.7,1,0.594836828,0.495912854,41.71941614,7028.6735
5928,25,0.5,0.38,0.5,0.63,69.7,58.2,16,0.488485703,0.446518367,36.31114278,6852.97971
5929,12.5,0.25,0.25,0.38,0.75,69.7,58.2,34,0.476202171,0.41390409,35.92331365,5718.40817
5930,25,0.5,0.25,0.5,0.5,86,71.9,34,0.192731658,0.403636289,31.11060535,1637.70402
5931,12.5,0.25,0.25,0.38,0.5,69.7,58.2,16,0.521119725,0.435203234,35.55891105,6013.40759
5932,25,0.5,0.25,0.5,0.5,77.4,64.7,24,0.41985138,0.424609234,33.12590428,5178.27031
5933,25,0.5,0.25,0.5,0.63,94.6,79,24,0.499992838,0.423763672,33.16394425,4768.59437
5934,37.5,0.75,0.25,0.63,0.5,86,71.9,34,0.509001253,0.456450549,37.96686445,6098.11317
5935,12.5,0.25,0.25,0.75,0.5,69.7,58.2,1,0.555568429,0.449239458,38.143078,7152.13259
5936,25,0.5,0.25,0.75,0.63,77.4,64.7,34,0.410652063,0.409907136,31.70230081,4340.82151
5937,25,0.5,0.38,0.63,0.63,94.6,79,24,0.384646205,0.399556226,30.54630597,5018.45303
5938,25,0.5,0.25,0.38,0.63,77.4,64.7,34,0.427977027,0.439422701,33.74349354,4590.82334
5939,25,0.5,0.25,0.63,0.5,69.7,58.2,34,0.429580755,0.395435754,31.59741611,4905.49871
5940,25,0.5,0.25,0.75,0.75,77.4,64.7,24,0.538607334,0.42782472,37.29886067,6673.304
5941,25,0.5,0.38,0.5,0.75,69.7,58.2,1,0.610321439,0.50404651,42.53222072,7858.68558
5942,12.5,0.25,0.25,0.75,0.63,77.4,64.7,1,0.578889093,0.487075422,39.50188081,7667.83619
5943,25,0.5,0.25,0.75,0.75,94.6,79,24,0.451083154,0.435764199,32.11060535,4572.12637
5944,12.5,0.25,0.25,0.63,0.5,77.4,64.7,34,0.489823352,0.430905502,34.0430221,5527.42503
5945,25,0.5,0.25,0.75,0.75,77.4,64.7,24,0.498696418,0.449545727,35.92331365,5767.17836
5946,12.5,0.25,0.25,0.5,0.75,69.7,58.2,34,0.546259537,0.461903766,37.405241,6942.3963
5947,12.5,0.25,0.25,0.38,0.5,69.7,58.2,24,0.520756415,0.433668483,35.48700839,6182.75087
5948,25,0.5,0.25,0.75,0.75,86,71.9,16,0.456503309,0.438612787,34.30696962,5345.99106
5949,25,0.5,0.25,0.75,0.75,77.4,64.7,24,0.481472551,0.426746554,33.49849454,5605.221
5950,37.5,0.75,0.25,0.25,0.25,86,71.9,34,0.342841074,0.382893581,28.28409524,3139.43255
5951,25,0.5,0.38,0.63,0.5,86,71.9,34,0.459087683,0.405525072,31.88184658,5817.18527
5952,25,0.5,0.38,0.38,0.63,77.4,64.7,16,0.556715923,0.473993739,40.63849594,7172.43501
5953,12.5,0.25,0.25,0.5,0.63,94.6,79,16,0.53427161,0.468904437,39.81661146,6503.27204
5954,25,0.5,0.25,0.38,0.5,86,71.9,16,0.527399614,0.460796109,35.82485206,6465.37205
5955,25,0.5,0.25,0.75,0.63,77.4,64.7,16,0.482854142,0.438586418,34.89995717,5696.02606
5956,12.5,0.25,0.25,0.25,0.5,94.6,79,24,0.548367299,0.475847288,39.50571347,7016.89385
5957,37.5,0.25,0.25,0.25,0.25,94.6,79,24,0.334593591,0.383563534,29.2486781,3322.9462
5958,12.5,0.25,0.25,0.38,0.75,69.7,58.2,24,0.55235942,0.455179564,38.15150253,6691.04322
5959,12.5,0.25,0.38,0.38,0.75,86,71.9,16,0.612222602,0.502786993,43.36494454,8621.81568
5960,25,0.5,0.25,0.38,0.63,86,71.9,24,0.566645314,0.466492143,37.70659201,6521.29112
5961,25,0.5,0.25,0.5,0.5,77.4,64.7,24,0.524635459,0.463058596,37.81761708,6515.30587
5962,25,0.5,0.25,0.38,0.63,86,71.9,16,0.340822336,0.358821427,28.21340501,3436.49354
5963,20,0.5,0.38,0.5,0.75,77.4,64.7,34,0.37680364,0.396602445,29.70248944,3764.31973
5964,25,0.5,0.25,0.38,0.75,86,71.9,24,0.449195313,0.42018755,33.44212024,4858.24073
5965,25,0.5,0.25,0.38,0.75,94.6,79,34,0.495479339,0.44959908,36.09379556,5773.00842
5966,25,0.5,0.38,0.5,0.63,69.7,58.2,34,0.449875425,0.405898222,31.57410804,5033.68556
5967,12.5,0.25,0.25,0.75,0.63,86,71.9,16,0.578556842,0.486816771,40.26235597,7243.22611
5968,12.5,0.25,0.25,0.25,0.75,77.4,64.7,24,0.496598201,0.449871489,37.7513957,5934.01088
5969,25,0.5,0.25,0.38,0.5,86,71.9,16,0.369603345,0.382996774,29.83315835,3708.20502
5970,12.5,0.25,0.25,0.63,0.63,94.6,79,34,0.482854142,0.411546877,33.31178956,5647.71226
5971,25,0.5,0.25,0.63,0.5,94.6,79,34,0.37680364,0.39617025,29.68026439,3720.71159
5972,37.5,0.25,0.25,0.25,0.25,86,71.9,34,0.407564155,0.400831119,31.64262219,4290.96488
5973,12.5,0.25,0.25,0.75,0.63,94.6,79,16,0.578887446,0.488638858,39.47518677,7181.42522
5974,25,0.5,0.25,0.5,0.5,77.4,64.7,34,0.392583006,0.40363057,31.38338142,3937.91539
5975,25,0.5,0.25,0.63,0.5,86,71.9,24,0.47973321,0.436258462,34.79781929,5527.42503
5976,12.5,0.25,0.25,0.25,0.5,69.7,58.2,24,0.487117428,0.398116316,31.85521692,6024.94599
5977,25,0.5,0.38,0.38,0.75,77.4,64.7,24,0.55195445,0.471189418,38.8469565,6731.61844
5978,12.5,0.25,0.25,0.38,0.5,86,71.9,24,0.542170237,0.463275619,37.7247238,6795.88187
5979,25,0.5,0.25,0.5,0.63,69.7,58.2,1,0.498952193,0.448647248,35.93380223,5605.221
5980,12.5,0.25,0.25,0.38,0.75,77.4,64.7,24,0.58492102,0.48335599,40.22738685,7184.01384
5981,25,0.5,0.25,0.75,0.63,69.7,58.2,1,0.54613583,0.463806532,37.78237359,6862.90839
5982,12.5,0.25,0.38,0.38,0.75,86,71.9,24,0.572046486,0.47973321,39.92318644,7804.62795
5983,12.5,0.25,0.25,0.5,0.5,86,71.9,24,0.500207249,0.445339632,35.55511529,5524.14541
5984,12.5,0.25,0.25,0.38,0.75,86,71.9,24,0.517993775,0.462484359,37.53578671,6132.99793
5985,12.5,0.25,0.25,0.75,0.5,69.7,58.2,34,0.468832886,0.438095887,34.76957798,5534.80494
5986,25,0.5,0.25,0.75,0.5,77.4,64.7,1,0.508341786,0.456450549,37.80745277,5830.48855
5987,25,0.5,0.25,0.63,0.5,77.4,64.7,34,0.362183686,0.403204844,31.02327724,3631.90544
5988,12.5,0.25,0.25,0.25,0.38,69.7,58.2,16,0.483249032,0.411590845,33.31223192,5711.85174
5989,12.5,0.25,0.38,0.5,0.63,94.6,79,24,0.39936701,0.402855862,31.26836507,5085.84473
5990,25,0.5,0.25,0.38,0.63,94.6,79,24,0.384633032,0.382602075,29.90851804,3837.51296
5991,12.5,0.25,0.25,0.5,0.5,77.4,64.7,24,0.582848693,0.488568502,40.22738685,7588.36096
5992,12.5,0.25,0.25,0.25,0.38,77.4,64.7,34,0.398218446,0.403128905,31.56258602,4245.28573
5993,25,0.5,0.25,0.63,0.63,94.6,79,16,0.450822025,0.423865656,32.46088718,5322.84043
5994,25,0.5,0.25,0.75,0.5,77.4,64.7,34,0.498696418,0.449306369,36.30184732,6279.3385
5995,12.5,0.25,0.38,0.38,0.63,94.6,79,34,0.596036127,0.490543354,41.66192928,7301.10622
5996,25,0.5,0.38,0.5,0.5,86,71.9,24,0.449877074,0.425220363,34.7014352,5296.61109
5997,25,0.5,0.25,0.5,0.75,94.6,79,1,0.561296524,0.490467439,39.64669117,7800.50128
5998,12.5,0.25,0.25,0.75,0.63,69.7,58.2,16,0.583378727,0.446570029,40.54096084,7290.10652
5999,12.5,0.25,0.25,0.25,0.25,77.4,64.7,34,0.41016336,0.428771298,33.12590428,4558.98072
6000,25,0.5,0.38,0.38,0.75,77.4,64.7,24,0.437922725,0.398255665,30.21832512,4576.10071
6001,12.5,0.25,0.25,0.5,0.63,94.6,79,16,0.596036127,0.491124144,40.92210139,7637.63338
6002,25,0.5,0.38,0.5,0.5,86,71.9,16,0.542170237,0.477438541,39.91734321,6801.32393
6003,25,0.5,0.25,0.75,0.75,77.4,64.7,24,0.500189951,0.445134287,35.47352652,7024.74836
6004,12.5,0.25,0.25,0.25,0.38,69.7,58.2,34,0.458246439,0.40248084,32.60317761,5356.87186
6005,12.5,0.25,0.25,0.63,0.75,69.7,58.2,24,0.490016595,0.424874062,33.28480863,5919.43076
6006,12.5,0.25,0.25,0.25,0.38,69.7,58.2,24,0.443419908,0.411271911,33.44212024,4850.03746
6007,25,0.5,0.25,0.38,0.63,69.7,58.2,34,0.437609121,0.416280584,33.31223192,5449.4212
6008,25,0.5,0.25,0.63,0.75,69.7,58.2,16,0.524635459,0.481173502,39.22848885,7423.46988
6009,25,0.5,0.25,0.5,0.63,69.7,58.2,34,0.309669459,0.381078645,29.3286186,2384.72892
6010,12.5,0.25,0.38,0.38,0.63,77.4,64.7,34,0.582604099,0.486889324,40.2744187,6821.8081
6011,12.5,0.25,0.25,0.25,0.5,94.6,79,24,0.482854142,0.435620773,34.01445364,5333.87334
6012,12.5,0.25,0.25,0.75,0.75,77.4,64.7,1,0.508104246,0.454917386,36.82658691,6757.07366
6013,25,0.5,0.38,0.38,0.63,77.4,64.7,24,0.569329938,0.460305334,37.77937909,6037.68613
6014,25,0.5,0.25,0.38,0.63,94.6,79,34,0.435969213,0.417365455,32.6584962,4789.59697
6015,25,0.5,0.38,0.38,0.75,69.7,58.2,16,0.489083314,0.413625114,34.5252582,5732.24032
6016,12.5,0.25,0.25,0.25,0.38,69.7,58.2,16,0.511830268,0.43226586,35.48354994,6131.30938
6017,25,0.5,0.25,0.38,0.75,86,71.9,16,0.464972316,0.427937649,34.33876109,5203.87681
6018,12.5,0.25,0.25,0.38,0.63,86,71.9,16,0.488047919,0.423865656,34.02922281,5601.20531
6019,25,0.5,0.38,0.5,0.63,86,71.9,24,0.492759727,0.441974474,35.18441169,5496.08506
6020,12.5,0.25,0.25,0.75,0.63,86,71.9,16,0.55788532,0.465041445,38.143078,6673.304
6021,12.5,0,0.25,0.5,0.63,86,71.9,16,0.57467888,0.484349504,40.0282126,7107.60976
6022,25,0.5,0.25,0.63,0.63,86,71.9,24,0.392583006,0.405558182,31.66559817,4305.51182
6023,25,0.5,0.25,0.75,0.5,69.7,58.2,34,0.46424992,0.412661872,33.74349354,5402.48408
6024,25,0.5,0.25,0.63,0.75,94.6,79,34,0.495987728,0.445071322,35.88512085,5722.57676
6025,25,0.5,0.25,0.25,0.63,86,71.9,24,0.384633032,0.367762987,29.70230081,3822.98167
6026,25,0.5,0.38,0.38,0.75,69.7,58.2,34,0.402052391,0.389593412,29.74258268,4163.82304
6027,12.5,0.25,0.25,0.5,0.75,77.4,64.7,1,0.587319779,0.492693356,40.81318096,7451.72563
6028,25,0.5,0.38,0.38,0.75,94.6,79,1,0.568062152,0.48651762,39.98873363,6842.76056
6029,12.5,0.25,0.25,0.25,0.5,86,71.9,34,0.583077181,0.494588902,41.13589278,7198.42285
6030,12.5,0.25,0.25,0.63,0.63,86,71.9,1,0.53434503,0.471665153,38.70569591,6583.45789
6031,12.5,0.25,0.38,0.5,0.63,69.7,58.2,16,0.490965919,0.424902006,34.95207208,5946.15842
6032,12.5,0.25,0.25,0.38,0.5,94.6,79,16,0.500189951,0.436042539,35.05053194,6702.78038
6033,25,0.5,0.38,0.5,0.5,86,71.9,24,0.506346175,0.451986086,36.04045222,6292.96076
6034,12.5,0.25,0.38,0.38,0.63,94.6,79,16,0.572725923,0.472860542,39.09688443,7198.42285
6035,25,0.5,0.25,0.75,0.63,94.6,79,24,0.51175153,0.457772938,36.95787336,6898.39095
6036,25,0.5,0.25,0.38,0.5,69.7,58.2,34,0.383786508,0.379342921,30.74824045,3813.16579
6037,12.5,0.25,0.25,0.5,0.63,69.7,58.2,24,0.568853507,0.436459223,37.45346655,6150.84205
6038,25,0.5,0.25,0.63,0.63,69.7,58.2,16,0.520587192,0.407704613,43.33471751,8298.20697
6039,25,0.5,0.25,0.38,0.63,77.4,64.7,16,0.449875425,0.424657113,33.0201908,4936.10558
6040,25,0.5,0.25,0.25,0.75,69.7,58.2,34,0.372318474,0.388821721,29.64786104,3764.31973
6041,25,0.5,0.38,0.5,0.5,77.4,64.7,34,0.390063566,0.403129918,31.08154655,4079.91244
6042,25,0.5,0.25,0.63,0.63,94.6,79,24,0.603524723,0.504526655,42.79905453,7714.3231
6043,25,0.5,0.38,0.5,0.75,69.7,58.2,24,0.454381334,0.409907136,32.02764698,5367.61826
6044,12.5,0.25,0.38,0.5,0.5,86,71.9,16,0.576561833,0.48881217,39.46947609,7159.33666
6045,25,0.5,0.38,0.5,0.63,69.7,58.2,34,0.392583006,0.388819023,31.10924166,3983.09785
6046,12.5,0.25,0.25,0.63,0.5,77.4,64.7,34,0.579179402,0.486368192,37.97024343,6030.98074
6047,25,0.5,0.25,0.38,0.75,94.6,79,16,0.483872542,0.442193092,35.8744954,4802.6043
6048,12.5,0.25,0.25,0.38,0.5,69.7,58.2,34,0.447040787,0.424311942,33.12546719,5538.91301
6049,25,0.5,0.38,0.5,0.63,86,71.9,24,0.391598449,0.402855862,31.13596876,4310.6254
6050,25,0.5,0.25,0.63,0.5,86,71.9,34,0.376670148,0.394606103,30.29666322,4357.82292
6051,12.5,0.25,0.38,0.63,0.63,94.6,79,1,0.619006054,0.5145695,43.7550339,8605.19995
6052,12.5,0.25,0.25,0.38,0.75,69.7,58.2,1,0.582604099,0.490357436,41.52614508,7381.97333
6053,12.5,0.25,0.25,0.38,0.75,94.6,79,24,0.476178181,0.41390409,34.33876109,5728.74828
6054,12.5,0.25,0.25,0.5,0.63,69.7,58.2,24,0.520587192,0.433693695,36.68258785,6806.49269
6055,25,0.5,0.25,0.5,0.5,94.6,79,1,0.509560238,0.451012573,36.55432716,6060.28382
6056,12.5,0.25,0.38,0.38,0.5,94.6,79,1,0.586602539,0.490981116,40.81318096,7443.62446
6057,12.5,0.25,0.25,0.63,0.63,69.7,58.2,34,0.490965919,0.386415506,29.83315835,5830.48855
6058,12.5,0.25,0.25,0.63,0.5,69.7,58.2,1,0.54613583,0.452680279,36.67877702,6687.25926
6059,25,0.5,0.38,0.63,0.5,77.4,64.7,34,0.483872542,0.447536765,35.97225667,5291.89688
6060,25,0.5,0.38,0.38,0.5,77.4,64.7,16,0.509158377,0.450498441,36.69768447,6010.76008
6061,12.5,0.25,0.38,0.38,0.63,77.4,64.7,24,0.49368953,0.448400516,35.89130977,5569.13925
6062,12.5,0.25,0.25,0.5,0.63,86,71.9,1,0.603524723,0.502740901,42.92385344,7771.01027
6063,25,0.5,0.38,0.5,0.75,94.6,79,16,0.526681768,0.464066853,37.67361372,6239.53349
6064,12.5,0.25,0.25,0.25,0.38,94.6,79,34,0.334593591,0.37718413,28.28286806,3447.0821
6065,25,0.5,0.25,0.63,0.5,86,71.9,1,0.565324698,0.48335599,39.82088488,6830.96605
6066,25,0.5,0.25,0.5,0.75,77.4,64.7,34,0.467905283,0.431122059,32.68039834,5498.46022
6067,25,0.5,0.38,0.38,0.63,86,71.9,16,0.53427161,0.463502091,37.33160636,6619.84695
6068,12.5,0.25,0.25,0.38,0.5,69.7,58.2,34,0.41985138,0.402182926,33.0201908,5347.71894
6069,12.5,0.25,0.38,0.38,0.5,69.7,58.2,16,0.56581933,0.45826996,43.95536146,8489.69192
6070,25,0.5,0.25,0.5,0.5,69.7,58.2,34,0.44371199,0.40878935,32.78937613,5221.35741
6071,25,0.5,0.38,0.5,0.5,77.4,64.7,1,0.511413154,0.460369104,37.33160636,6451.10052
6072,12.5,0.25,0.25,0.75,0.63,94.6,79,16,0.596551315,0.491813116,41.23972427,7548.34706
6073,25,0.5,0.38,0.5,0.5,77.4,64.7,24,0.498696418,0.444587916,36.61704886,6263.80788
6074,25,0.5,0.38,0.5,0.63,94.6,79,16,0.603545036,0.497978979,41.61500537,7732.22522
6075,12.5,0.25,0.25,0.38,0.75,86,71.9,1,0.614291616,0.50952792,42.15868546,7884.56772
6076,12.5,0.25,0.25,0.63,0.75,69.7,58.2,16,0.533196209,0.434349356,36.16966007,6757.07366
6077,12.5,0.25,0.25,0.38,0.63,94.6,79,34,0.493757519,0.441470296,33.11609108,5914.16491
6078,25,0.5,0.25,0.38,0.63,77.4,64.7,24,0.392583006,0.393781726,30.05252128,3923.90628
6079,25,0.5,0.25,0.38,0.63,69.7,58.2,34,0.378917495,0.388145286,29.77562706,3895.62684
6080,12.5,0.25,0.25,0.5,0.5,94.6,79,1,0.571708025,0.485912698,39.23966787,7556.10991
6081,25,0.5,0.25,0.5,0.5,69.7,58.2,24,0.470593127,0.430113965,34.89995717,5966.71128
6082,25,0.5,0.38,0.38,0.75,77.4,64.7,24,0.396762494,0.402855862,30.27510191,4062.73953
6083,25,0.5,0.25,0.63,0.5,77.4,64.7,34,0.531583632,0.464522205,36.97636061,6475.89456
6084,25,0.5,0.38,0.63,0.5,86,71.9,1,0.502398084,0.459224426,37.97024343,6102.76282
6085,12.5,0.25,0.38,0.38,0.63,77.4,64.7,1,0.538550337,0.468039601,37.7247238,6757.07366
6086,25,0.5,0.25,0.5,0.63,86,71.9,34,0.458581988,0.418867231,33.85831713,4865.39997
6087,12.5,0.25,0.25,0.38,0.63,77.4,64.7,1,0.564904359,0.487056813,39.49160012,6619.84695
6088,12.5,0.25,0.25,0.38,0.5,69.7,58.2,34,0.392583006,0.405558182,31.10161493,3813.16579
6089,25,0.5,0.25,0.63,0.75,86,71.9,24,0.447668818,0.425457642,33.88711983,4850.03746
6090,12.5,0.25,0.25,0.63,0.5,86,71.9,34,0.460205797,0.409438226,32.34445707,5696.02606
6091,25,0.5,0.25,0.63,0.5,86,71.9,16,0.555327885,0.472670389,38.63984283,6628.76363
6092,12.5,0.25,0.25,0.5,0.75,77.4,64.7,16,0.593029845,0.495898084,41.21921269,7411.17457
6093,25,0.5,0.25,0.63,0.63,69.7,58.2,16,0.641617746,0.43491928,45.48708185,8743.52098
6094,12.5,0.25,0.25,0.5,0.63,94.6,79,34,0.420206355,0.402105764,31.93547883,4684.89321
6095,25,0.5,0.25,0.38,0.75,77.4,64.7,1,0.566350244,0.462795445,37.00334146,6869.7776
6096,25,0.5,0.25,0.63,0.63,94.6,79,24,0.340063353,0.388819023,28.84228529,3396.72989
6097,12.5,0.25,0.25,0.75,0.75,69.7,58.2,16,0.61854944,0.504526655,42.13153821,7920.06175
6098,25,0.5,0.38,0.5,0.75,77.4,64.7,16,0.47973321,0.439040667,34.3041215,5221.35741
6099,25,0.5,0.38,0.5,0.63,77.4,64.7,16,0.504435443,0.450498441,36.99403039,6277.16867
6100,12.5,0.25,0.25,0.5,0.63,69.7,58.2,34,0.480072982,0.423053154,34.05469186,6024.94599
6101,12.5,0.25,0.25,0.25,0.63,69.7,58.2,34,0.459356717,0.398804938,31.85521692,6026.06365
6102,12.5,0.25,0.25,0.5,0.63,86,71.9,1,0.511522719,0.460322355,37.4186977,6543.97182
6103,25,0.5,0.25,0.75,0.63,69.7,58.2,24,0.467905283,0.433081146,34.70241183,5203.87681
6104,25,0.5,0.25,0.5,0.5,86,71.9,24,0.371183688,0.394168935,30.54294428,3983.09785
6105,12.5,0.25,0.38,0.5,0.75,77.4,64.7,34,0.392540298,0.402728888,30.7671091,3911.42225
6106,12.5,0.25,0.25,0.75,0.75,69.7,58.2,1,0.500557995,0.424874062,33.94201411,5501.87808
6107,25,0.5,0.25,0.38,0.63,86,71.9,16,0.46082121,0.447536765,35.7940564,6155.89609
6108,25,0.5,0.38,0.5,0.63,86,71.9,1,0.527591617,0.468763134,37.02177209,6731.71221
6109,25,0.5,0.25,0.38,0.75,94.6,79,1,0.542170237,0.443889013,35.13495468,6620.09877
6110,12.5,0.25,0.25,0.38,0.75,69.7,58.2,16,0.46082121,0.405725072,32.9240208,7963.93931
6111,12.5,0.25,0.25,0.38,0.38,69.7,58.2,24,0.532704207,0.430358895,36.55432716,6626.8515
6112,25,0.5,0.25,0.5,0.63,86,71.9,24,0.426064568,0.414272565,32.88039453,4587.38557
6113,12.5,0.25,0.25,0.5,0.63,69.7,58.2,24,0.546259537,0.453994528,37.96058614,6942.3963
6114,25,0.5,0.38,0.38,0.75,94.6,79,16,0.480072982,0.442626748,35.82485206,5739.68029
6115,25,0.5,0.25,0.75,0.75,86,71.9,24,0.468921469,0.431122059,34.5252582,5199.79211
6116,25,0.5,0.25,0.75,0.5,94.6,79,16,0.429210588,0.417545412,31.44841986,4945.79443
6117,25,0.5,0.38,0.5,0.75,86,71.9,16,0.531583632,0.466492143,37.67145553,6626.8515
6118,12.5,0.25,0.38,0.5,0.5,69.7,58.2,16,0.576561833,0.464561582,40.65549833,7479.93417
6119,12.5,0.25,0.38,0.5,0.75,94.6,79,1,0.640742728,0.501568683,45.48708185,8318.79889
6120,12.5,0.25,0.25,0.75,0.63,94.6,79,1,0.590337413,0.495898084,41.94865711,7706.88137
6121,12.5,0.25,0.38,0.38,0.5,77.4,64.7,1,0.521523421,0.451546571,37.20361319,6493.63712
6122,25,0.5,0.25,0.38,0.5,69.7,58.2,24,0.421629852,0.417908804,32.5057415,2508.37567
6123,25,0.5,0.25,0.5,0.63,94.6,79,16,0.444908279,0.42727728,33.11609108,5009.96222
6124,12.5,0.25,0.25,0.25,0.5,77.4,64.7,16,0.611462998,0.504526655,42.40950749,7907.24067
6125,25,0.5,0.38,0.63,0.5,86,71.9,34,0.402838656,0.404711432,31.58216104,4179.18592
6126,12.5,0.25,0.25,0.75,0.63,94.6,79,16,0.564904359,0.482227496,39.8226933,6836.60081
6127,12.5,0.25,0.25,0.75,0.63,94.6,79,1,0.520756415,0.460795368,37.29886067,6263.80788
6128,12.5,0.25,0.25,0.75,0.63,77.4,64.7,16,0.524635459,0.460305334,37.69400303,6202.32702
6129,12.5,0.25,0.25,0.38,0.5,86,71.9,34,0.434546355,0.424311942,31.39456852,4179.18592
6130,25,0.5,0.38,0.38,0.5,77.4,64.7,16,0.621810512,0.511298321,43.2784975,7136.98445
6131,25,0.5,0.25,0.5,0.63,86,71.9,34,0.363981224,0.395636151,30.27510191,3764.31973
6132,25,0.5,0.25,0.5,0.75,94.6,79,24,0.459358436,0.433844688,32.514844,5605.221
6133,25,0.5,0.38,0.38,0.63,77.4,64.7,34,0.372318474,0.399556226,29.73999168,3804.61017
6134,12.5,0.25,0.38,0.38,0.38,94.6,79,1,0.508991582,0.452630705,36.63337572,1945.53061
6135,12.5,0.25,0.25,0.5,0.5,77.4,64.7,34,0.603524723,0.500647106,42.13008169,7858.68558
6136,12.5,0.25,0.25,0.63,0.5,77.4,64.7,34,0.483671436,0.44549439,34.69390641,5628.8828
6137,25,0.5,0.38,0.5,0.5,77.4,64.7,24,0.545094508,0.471828735,38.64034468,6942.3963
6138,12.5,0.25,0.25,0.5,0.5,77.4,64.7,1,0.52698696,0.438586418,36.31114278,6998.37875
6139,25,0.5,0.38,0.38,0.5,86,71.9,16,0.502398084,0.450498441,35.77113923,6249.47082
6140,25,0.5,0.25,0.38,0.75,86,71.9,1,0.481204499,0.44252903,36.3572405,5739.68029
6141,12.5,0.25,0.25,0.75,0.75,69.7,58.2,1,0.530709113,0.436459223,36.69768447,6747.59779
6142,25,0.25,0.38,0.38,0.75,69.7,58.2,24,0.544066693,0.462462315,37.55556802,6735.24371
6143,25,0.5,0.25,0.63,0.75,77.4,64.7,34,0.508341786,0.452027468,36.49496278,5852.8742
6144,12.5,0.25,0.38,0.5,0.5,86,71.9,16,0.571610169,0.488568502,39.92318644,7071.61532
6145,25,0.5,0.25,0.38,0.5,86,71.9,16,0.62677511,0.502740901,42.48753914,7907.24067
6146,25,0.5,0.25,0.75,0.75,94.6,79,24,0.498058212,0.444703745,35.55511529,5892.161
6147,25,0.5,0.25,0.63,0.5,77.4,64.7,34,0.346410766,0.377011619,28.49966552,3447.0821
6148,25,0.5,0.38,0.5,0.75,77.4,64.7,1,0.542133036,0.45807618,36.46620322,6569.24967
6149,25,0.5,0.25,0.5,0.5,69.7,58.2,34,0.425010896,0.397617195,31.44841986,4460.91457
6150,12.5,0.25,0.25,0.38,0.5,69.7,58.2,24,0.535364693,0.446434723,37.72210168,7022.18973
6151,25,0.5,0.38,0.63,0.5,86,71.9,24,0.383581787,0.400980125,30.68639758,3948.98691
6152,25,0.5,0.25,0.38,0.5,94.6,79,16,0.320564713,0.376880162,27.19065136,3784.11935
6153,25,0.5,0.25,0.5,0.63,94.6,79,34,0.532426131,0.461903766,37.78237359,6620.09877
6154,12.5,0.25,0.25,0.38,0.5,86,71.9,16,0.524635459,0.460796109,37.75813832,6315.23321
6155,25,0.5,0.25,0.75,0.63,86,71.9,1,0.502842336,0.452680279,36.36293728,6098.11317
6156,25,0.5,0.38,0.5,0.5,94.6,79,16,0.49739138,0.448463132,35.05053194,5942.42162
6157,25,0.5,0.38,0.5,0.75,77.4,64.7,16,0.544066693,0.474776543,39.98873363,6948.2288
6158,12.5,0.25,0.25,0.25,0.25,77.4,64.7,16,0.527308548,0.462760521,37.45346655,6503.27204
6159,12.5,0.25,0.38,0.38,0.75,94.6,79,24,0.527591617,0.446570029,35.20741312,7048.87072
